date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2019-12-14,6,-2,0.0,6.8,1,1,79,05:36 PM,09:40 AM,07:38 AM,03:23 PM,1,-0,3,-0,28,68,78,0.1,996,6,10,180,18
2019-12-15,8,4,0.0,2.9,1,1,72,06:48 PM,10:27 AM,07:39 AM,03:23 PM,2,2,6,2,29,65,75,3.0,1006,8,10,217,17
2019-12-16,7,-2,0.0,7.8,1,1,65,08:07 PM,11:04 AM,07:40 AM,03:24 PM,2,2,4,2,21,41,81,0.0,1014,7,10,204,12
2019-12-17,8,5,0.0,7.8,1,1,58,09:29 PM,11:34 AM,07:41 AM,03:24 PM,4,4,6,4,21,31,88,0.0,1012,8,10,194,11
2019-12-18,11,6,0.0,6.8,1,1,50,10:50 PM,11:58 AM,07:41 AM,03:24 PM,6,6,8,6,24,46,86,0.0,1016,11,10,255,13
2019-12-19,8,-2,0.0,7.8,1,1,43,No moonrise,12:18 PM,07:42 AM,03:24 PM,4,4,5,4,16,15,85,0.0,1024,8,10,120,10
2019-12-20,11,6,0.0,7.8,1,1,36,12:11 AM,12:38 PM,07:43 AM,03:25 PM,4,5,8,5,32,17,76,0.0,1007,11,10,152,18
2019-12-21,10,7,0.0,6.8,1,1,28,01:32 AM,12:58 PM,07:43 AM,03:25 PM,5,6,8,6,20,64,82,0.0,995,10,10,221,12
2019-12-22,8,6,0.0,2.9,1,1,21,02:53 AM,01:19 PM,07:44 AM,03:26 PM,6,5,7,5,14,100,95,10.7,989,8,6,217,9
2019-12-23,7,2,0.0,2.9,1,1,14,04:14 AM,01:45 PM,07:44 AM,03:26 PM,5,4,6,4,13,100,91,4.2,997,7,8,317,10
2019-12-24,6,5,0.0,2.9,1,1,7,05:33 AM,02:15 PM,07:45 AM,03:27 PM,3,3,6,3,25,100,83,9.9,1008,6,7,304,17
2019-12-25,6,3,0.0,4.9,1,1,0,06:48 AM,02:54 PM,07:45 AM,03:27 PM,2,3,5,3,11,73,80,0.7,1011,6,10,326,7
2019-12-26,4,3,0.0,2.9,1,1,0,07:54 AM,03:42 PM,07:45 AM,03:28 PM,2,0,4,0,20,90,87,1.3,1018,4,8,303,14
2019-12-27,4,1,0.3,2.9,1,1,0,08:50 AM,04:39 PM,07:45 AM,03:29 PM,-1,-1,3,-1,23,95,80,1.0,1022,4,8,223,16
2019-12-28,0,-1,0.0,2.9,1,1,8,09:34 AM,05:43 PM,07:46 AM,03:30 PM,-5,-5,-0,-5,28,100,71,0.2,1033,0,10,241,20
2019-12-29,0,-3,0.0,6.8,1,1,15,10:07 AM,06:51 PM,07:46 AM,03:31 PM,-6,-4,-0,-4,14,62,68,0.0,1038,0,10,332,10
2019-12-30,5,-0,0.0,2.9,1,1,22,10:33 AM,08:00 PM,07:46 AM,03:32 PM,-6,-2,2,-2,32,67,53,0.0,1028,5,10,236,19
2019-12-31,6,3,0.0,3.0,1,1,26,10:55 AM,09:08 PM,07:46 AM,03:33 PM,-2,-1,4,-1,41,66,65,0.4,1018,6,10,288,26
2020-01-01,1,-4,0.0,4.9,1,1,37,11:13 AM,10:15 PM,07:46 AM,03:34 PM,-1,-3,1,-3,26,60,84,0.0,1029,1,10,269,17
